id,task_id,publisher_id,reward_amount,clicked_at
5f382261-a125-4a39-a76a-20aefc7ea9b9,79e32996-3efe-4e32-be52-2cc2c7e71b14,ced5a65b-4423-4c7e-8c4f-c834d7e9cd47,8000.00000000,2026-08-03 14:15:03.292744
12f92cc7-34bf-47d4-a83a-7b97f2691fb8,9a78547e-308c-45b2-b8fb-8154ccd6ab32,c9c2bc47-779c-4a0a-ba15-073634824804,8000.00000000,2026-08-03 14:43:44.190936
543c0d15-9903-4351-9ba5-45261cbcfd30,d2d3f902-c365-412d-bad1-2ba37c2df99a,c9c2bc47-779c-4a0a-ba15-073634824804,8000.00000000,2026-08-03 14:45:37.273616
b1b2e8e0-6ab4-4813-b73f-1c2652851434,9a78547e-308c-45b2-b8fb-8154ccd6ab32,31e1ea6c-115a-449c-a95d-fce832b04453,8000.00000000,2026-08-03 15:15:25.519979
3a67f0ba-bf9d-43cd-9777-59b8d5e2d4b5,79e32996-3efe-4e32-be52-2cc2c7e71b14,f8d13aeb-de94-413b-b580-dd7a68bc63a0,8000.00000000,2026-08-03 16:02:01.783954
289ba151-bcb4-4475-9143-60d27f4ea76b,d2d3f902-c365-412d-bad1-2ba37c2df99a,f8d13aeb-de94-413b-b580-dd7a68bc63a0,8000.00000000,2026-08-03 16:02:05.741717
